anger,disgust,fear,joy,sadness,surprise,neutral,hueSin,hueCos,saturation,log_light_energy,grain,fov
0.0,0.01075268817204301,0.78,0.0,0.21,0.0,0.25,0.5892112373792414,0.008023013622319275,0.3820533301873264,0.0004588757029626064,0.7512980503366634,0.09834051903601657
0.0,0.0,0.0,0.0,0.17,0.13,0.98,0.17575261897128563,0.11939044166492652,0.11473115524500879,0.8194206512539326,0.03679192480469749,0.6090081205842093
0.0,0.0967741935483871,0.71,0.0,0.95,0.0,0.76,0.34415712667308335,0.024907378679472014,0.23351067352256769,0.38289018997499275,0.34763171383749525,0.4917773040906354
0.89,0.04301075268817204,0.06,0.0,0.03,0.0,0.0,0.40459260506783185,0.9908130285477936,0.8945988899529252,0.5755047651734856,0.634515027730867,0.11681862406392383
0.0,0.15053763440860216,0.84,0.0,0.99,0.0,0.22,0.18508288776237314,0.11163520702834823,0.4159042667816658,0.36710430201726385,0.4794368746595751,0.3916697250032855
0.30000000000000004,0.3548387096774194,0.24,0.15000000000000002,0.12,0.0,0.0,0.6540577802205143,0.975674468889731,0.9982224690566168,0.3818301479034042,0.20380099149596065,0.13615781265181948
0.0,0.0,0.0,0.0,0.14,0.7,0.82,0.21983018058302484,0.08586853260364341,0.23032822009498083,0.897828010915748,0.05260837434691404,0.7009018832077701
0.0,0.01075268817204301,0.98,0.0,0.75,0.0,0.86,0.7723099309621855,0.08065849060775088,0.32567464118819905,0.18802935922602576,0.5346090911925073,0.9184871556327384
0.0,0.5161290322580645,0.33,0.36,0.12,0.0,0.09,0.7691290366605117,0.921390035034272,0.7599888273764177,0.37771937138228184,0.023645797732187206,0.20317045554555696
0.0,0.08602150537634408,0.0,0.81,0.0,0.1,0.0,0.7645246725062076,0.9242955310105018,0.9816196912387709,0.6839723519990775,0.08736578004558977,0.28062507689832045
0.0,0.2043010752688172,0.04,0.64,0.03,0.02,0.01,0.671793811254129,0.9695603117968774,0.8224195574383871,0.47972835252960416,0.049726246192485474,0.2626748471270945
0.0,0.0,0.0,0.0,0.05,0.96,0.01,0.17170289172752867,0.12287799228905605,0.8967078744882162,0.9581026293858144,0.18033275953681518,0.7925302752643233
0.0,0.15053763440860216,0.0,0.85,0.0,0.15,0.02,0.8748249526902818,0.8309172930517956,0.8018013954894434,0.7370093911445765,0.10837265823401473,0.349571252675067
0.0,0.0,0.0,0.0,0.1,0.65,0.95,0.15254810131821372,0.14044864330332207,0.08763746425012986,0.8701435581159813,0.03442847647758249,0.8201430625426942
0.0,0.0,0.0,0.0,0.03,0.92,0.01,0.01242000758934414,0.38924914898374474,0.8637148396981422,0.9192949318198967,0.13244948592622022,0.7980890176468186
0.96,0.0,0.03,0.0,0.0,0.0,0.0,0.4143317685878867,0.9926062871368174,0.8826554646409714,0.6834631386488634,0.8400631457447529,0.0540892916721827
0.0,0.08602150537634408,0.0,0.8,0.0,0.06,0.0,0.8893534811533931,0.8136939060831982,0.9654426196256105,0.7221244318203014,0.07171018893001191,0.21059609074969624
0.78,0.03225806451612903,0.03,0.0,0.01,0.0,0.0,0.47788103122683506,0.999510511621539,0.8791605643976332,0.6764662096274646,0.6027833229518659,0.044339497989371306
0.0,0.06451612903225806,0.89,0.0,0.85,0.0,0.63,0.14875449110894678,0.14415369541912476,0.36249690933436307,0.32603153527493656,0.5515444667313169,0.44302369801963276
0.0,0.0,0.0,0.0,0.18,0.73,0.83,0.2581989029975782,0.062356047124577096,0.18299118639143594,0.8085962664321587,0.0857035041916018,0.7840408245217424
0.87,0.0967741935483871,0.04,0.0,0.02,0.0,0.0,0.5456383502073254,0.9979127845219016,0.8815074697906369,0.599483563898774,0.5022553569512904,0.10492417244993921
1.0,0.0,0.03,0.0,0.0,0.0,0.0,0.5411130219878973,0.9983068526751591,0.9330900114454546,0.6855760069852626,0.8242301312108687,0.05794152593619396
0.0,0.11827956989247311,0.0,0.84,0.0,0.15,0.03,0.7158717943991928,0.9509981911082046,0.749649326445514,0.8189659880480457,0.19485434217672976,0.3986584072951183
0.0,0.0,0.83,0.0,0.15,0.0,0.09,0.5884383815644505,0.007883496856424588,0.5905892084932248,0.10163670615269882,0.8340657748858618,0.9983026237445839
0.0,0.17204301075268816,0.0,0.92,0.0,0.06,0.04,0.7096147071716504,0.9539401662524956,0.7205531296644629,0.6979152596026511,0.06706829516532417,0.2222396042923423
0.0,0.0,0.0,0.0,0.04,0.94,0.02,0.08046358895803102,0.22799044169363453,0.8171495082887222,0.9735755238595436,0.09359302047937228,0.7712616077010717
0.0,0.0,0.0,0.0,0.04,0.93,0.02,0.016506464689185818,0.3725872796277763,0.8390457395904055,0.8621456608166459,0.06484998722131366,0.8068963585395009
0.0,0.0,0.9,0.0,0.13,0.0,0.09,0.5965512992062391,0.009410714933981379,0.5993854302970161,0.05690564077645112,0.8886844176749811,0.993931605782936
0.0,0.0,0.0,0.0,0.22,0.62,0.75,0.19523796136384447,0.10361622156509176,0.2373219200291926,0.8178429760218218,0.05518054633621983,0.7304290871673661
0.0,0.0,0.0,0.0,0.17,0.75,0.89,0.13598305828378032,0.15722942637447662,0.1490717342426246,0.8913030953691093,0.1148966643160066,0.682379694128007
0.98,0.0,0.03,0.0,0.0,0.0,0.0,0.5197669030319367,0.9996091167548147,0.9813339887150258,0.6627192251932875,0.7986043164314728,0.07374678989178629
0.0,0.08602150537634408,0.0,0.8,0.0,0.21,0.0,0.748265096894982,0.9340097253100732,0.892059965049616,0.792623754615837,0.1519606408726216,0.34549642173859163
0.0,0.6666666666666666,0.18,0.05,0.13,0.0,0.02,0.6152464159332095,0.986537011556726,0.7777099373682744,0.30891943152376494,0.2326198572040295,0.24599885075493869
0.0,0.03225806451612903,0.84,0.0,0.94,0.0,0.76,0.273677469075591,0.054154609762565864,0.20776212177895553,0.2328050227606059,0.5189194405365886,0.467706785389233
0.0,0.0,0.0,0.0,0.15,0.21,0.91,0.48157340672533544,0.0003396547050285581,0.1255251541227948,0.7427894234932008,0.08219781249056786,0.8341978787559401
0.85,0.03225806451612903,0.03,0.0,0.0,0.0,0.0,0.5627467023065036,0.9960472269347537,0.8914776234908173,0.6871513784982718,0.6352042501039007,0.05701481426098861
0.0,0.0,0.0,0.01,0.05,0.97,0.01,0.017875054189507023,0.3675026920000667,0.8822762518685784,0.8401977612045725,0.1372154893348124,0.7984511876461066
0.05,0.8709677419354839,0.11,0.01,0.08,0.0,0.01,0.6237177073325573,0.984452194640891,0.8545956952573552,0.41857074576683323,0.36671140831851223,0.2069799514034987
0.0,0.13978494623655913,0.81,0.0,0.98,0.0,0.64,0.26859647414482246,0.05677047907230709,0.37005159632258494,0.3473837031016147,0.2546487430146621,0.4038344224997317
0.89,0.02150537634408602,0.08,0.0,0.01,0.0,0.0,0.5211092245428931,0.9995542019032546,0.9298852122929901,0.5883721574630525,0.7223333844700386,0.051619006419861835
0.0,0.01075268817204301,0.73,0.0,0.65,0.0,0.81,0.7398654154181704,0.061292144489902556,0.31563235007233886,0.32301795211252654,0.9778178523206974,0.0005120938805216705
0.0,0.5483870967741935,0.09,0.6900000000000001,0.06,0.06,0.0,0.7542794488802422,0.9305136024298887,0.8768695288089823,0.48313694175699606,0.033772660697917234,0.25553832609350746
0.0,0.0,0.0,0.0,0.06,0.84,0.01,0.16673069947737962,0.12726474096328994,0.8357983181168984,0.8744482276548016,0.1520718764846229,0.9961302696177059
0.0,0.06451612903225806,0.76,0.0,0.92,0.0,0.8,0.13342985080168707,0.15996128791455727,0.2538641932727258,0.23708281528476247,0.3888548435584375,0.38467883710286677
0.9,0.0,0.02,0.0,0.0,0.0,0.0,0.6278430030997983,0.9833799401696609,0.9482951189119007,0.6925792225460056,0.9396202045117711,0.028678432110888157
0.30000000000000004,0.3870967741935484,0.18,0.6000000000000001,0.12,0.06,0.06,0.5815194670189185,0.9933098179612396,0.8045147931292429,0.4769187541016857,0.09257134870362838,0.1509316088087931
0.0,0.0,0.0,0.0,0.14,0.78,0.86,0.10476844725710577,0.19374517192958274,0.052209874070922105,0.8044320058193202,0.10568974029548397,0.8428029772333038
0.0,0.0,0.0,0.0,0.06,0.99,0.0,0.08394000916918781,0.22270217449488633,0.9536299265416648,0.8878012326020396,0.1152141514962052,0.7440658995578038
0.0,0.0,0.95,0.0,0.13,0.0,0.21,0.6994949762858839,0.04152235121361186,0.46771166025235333,0.005287672294776892,0.8109940667494331,0.927856036488482
0.0,0.03225806451612903,0.82,0.0,0.91,0.0,0.89,0.25635156723635133,0.06338181300841605,0.21937395734362866,0.2986869193973878,0.4353625339908007,0.5783385223357397
0.0,0.17204301075268816,0.83,0.0,0.81,0.0,0.84,0.24688117536735432,0.06880299094661152,0.3221734779642412,0.3302754437723649,0.396697457176296,0.3591107570261373
0.42000000000000004,0.4838709677419354,0.48,0.09,0.30000000000000004,0.0,0.0,0.588214062752559,0.9921567627623211,0.873501999143097,0.3456540949303359,0.2429558348645043,0.1487550748083036
0.98,0.0,0.04,0.0,0.0,0.0,0.0,0.6264993977909092,0.9837332967230366,0.9497346457962405,0.6186656238625796,0.9136237241886843,0.07558110325209402
0.0,0.04301075268817204,0.68,0.0,1.0,0.0,0.77,0.27602519598701414,0.05297059697672618,0.2215733687368513,0.3465445149664918,0.39101214771407977,0.6343328380543007
0.0,0.08602150537634408,0.0,0.99,0.01,0.16,0.02,0.6562697512767552,0.9749523816509409,0.8047376088075486,0.6776757795136996,0.10724374036001261,0.39548300156223765
0.0,0.04301075268817204,0.0,0.93,0.0,0.11,0.0,0.6991944154425931,0.9586083131131441,0.9709343201188603,0.7667814252995651,0.041125582589498104,0.28979412931100834
0.08,0.8064516129032258,0.2,0.05,0.06,0.0,0.02,0.7935374672711277,0.9047662971494188,0.7898689317013552,0.3487331114265592,0.2571855011228333,0.08291312569227202
0.0,0.10752688172043011,0.0,0.91,0.01,0.18,0.04,0.6898983092059963,0.9625350064164915,0.7335118777868666,0.7837934144884046,0.1818548059944551,0.41426681441035884
0.82,0.15053763440860216,0.13,0.12,0.06,0.0,0.02,0.5759856045622779,0.994192460382901,0.7808760342913962,0.3826892666489635,0.14208875944033644,0.06819735788825913
0.0,0.0,0.0,0.0,0.08,0.82,0.03,0.035617076220706034,0.31466651651092703,0.8073221025453305,0.8762941097425105,0.2242372642026559,0.7887941960604926
0.77,0.08602150537634408,0.05,0.0,0.02,0.0,0.0,0.5619785554787089,0.996143788292036,0.9269898744676464,0.5953003705421027,0.5469529506964699,0.10245887221455234
0.0,0.21505376344086022,0.0,0.75,0.01,0.1,0.07,0.6926879355271962,0.9613798429735169,0.6318965300482349,0.8261413746492875,0.2285575431619647,0.345546266114272
0.0,0.0,0.0,0.0,0.16,0.12,0.99,0.15274707351881928,0.14025647323369989,0.06623650386873285,0.7710776098678171,0.005263098405535294,0.7189982483577088
0.02,0.7419354838709676,0.21,0.01,0.12,0.0,0.02,0.6290991485600295,0.9830459707326782,0.7944636415191264,0.29277625577013855,0.2980771687353413,0.19246470886306782
0.0,0.0,0.0,0.0,0.06,0.83,0.03,0.18244005638200422,0.11379321314956758,0.7799735054129688,0.9346607139480456,0.1747500519287904,0.880651876245916
0.0,0.0,0.95,0.0,0.14,0.0,0.09,0.5830779608319423,0.00695025360111351,0.6246257465431786,0.010617771814851261,0.8167487564953971,0.9477139485939869
0.0,0.0,0.0,0.0,0.01,0.81,0.0,0.0014448703525061224,0.46201602045374174,0.9099701947613322,0.9983008820790031,0.15489303532539703,0.904573340728646
0.76,0.0,0.03,0.0,0.0,0.0,0.0,0.542876266083806,0.9981582337036201,0.987238656085988,0.6106218113931464,0.9224515584147172,0.12186160026329702
0.0,0.01075268817204301,0.73,0.0,0.93,0.0,0.68,0.1871551289683367,0.1099639931119411,0.40540886212813754,0.37114880717565274,0.5944911315555781,0.7037773039152417
0.0,0.01075268817204301,0.75,0.0,0.97,0.0,0.74,0.23108157116268546,0.07847553021008352,0.18850442456184738,0.22019751480412758,0.4969428680828795,0.5843121887318674
0.88,0.0,0.03,0.0,0.0,0.0,0.0,0.586385064513669,0.9924810865697984,0.8859060973889499,0.6800156214858228,0.8863247785227992,0.0591130133091228
0.0,0.0,0.0,0.0,0.04,0.87,0.0,0.08300447347106604,0.2241110171557097,0.9519441910100102,0.8310983945724465,0.07920168231479907,0.9990261091030068
0.0,0.0,0.0,0.0,0.09,0.22,0.92,0.030252498081006496,0.3287186979239556,0.005281394053123015,0.8093747617359845,0.047100279278752044,0.863709999798333
0.0,0.0,0.0,0.0,0.13,0.77,0.77,0.17443347234577916,0.12051820060617735,0.19024824293761414,0.8247120890890357,0.0031505673224260927,0.8642368904091667
0.0,0.8494623655913979,0.01,0.84,0.04,0.05,0.08,0.8856772387520285,0.8182028716221945,0.6417619068320648,0.7099813775571001,0.2465802864764742,0.4176058132659133
0.0,0.13978494623655913,0.0,0.88,0.01,0.24,0.04,0.8950770454868251,0.8064541207577427,0.7285910624654087,0.7632206630568662,0.12602828590655796,0.4542657490655742
0.0,0.15053763440860216,0.0,0.94,0.0,0.18,0.01,0.8804009583707585,0.8244920813681105,0.8244095033485932,0.743730386027623,0.12327170400865245,0.306266290445432
0.06,0.5806451612903226,0.15000000000000002,0.5700000000000001,0.06,0.03,0.0,0.755610355841556,0.9297247328075883,0.9481517745588525,0.4418453336574258,0.16387995767796115,0.1819423565450046
0.89,0.0,0.06,0.0,0.0,0.0,0.0,0.6193965140502989,0.9855352432446451,0.9407455342556276,0.5817050567801388,0.8857298631621172,0.03457428289508229
0.0,0.0,0.94,0.0,0.78,0.0,0.18,0.5527466028205054,0.0027899881429419016,0.4802650606494903,0.22666331945707002,0.979767751603669,0.9286327661558863
0.0,0.0,0.0,0.0,0.18,0.21,0.74,0.40680318824640693,0.008762425827415599,0.1900242058027398,0.7577738888045036,0.0913517066905873,0.6909792360380154
0.0,0.0,0.0,0.0,0.02,0.87,0.03,7.520498555202426e-05,0.49132824528932284,0.756372374519558,0.9489898765496969,0.1367084467849855,0.892676078329281
0.0,0.02150537634408602,0.86,0.0,0.12,0.0,0.08,0.6147487422409429,0.013345372821626567,0.5997858887532513,0.08238773995749217,0.907605073361917,0.03596789729120019
0.0,0.0,0.0,0.0,0.02,0.98,0.01,0.03621494083229154,0.31317543284459304,0.8763590829248402,0.8700315765924997,0.02494375215797462,0.9990997998619823
0.0,0.0,0.0,0.0,0.04,0.9,0.02,0.036353413025448256,0.3128320476501134,0.825744933365119,0.8537930408632355,0.1609553499962095,0.9869533113126558
0.0,0.15053763440860216,0.0,0.87,0.0,0.14,0.01,0.8490315413978231,0.8580181323752467,0.8542312106207345,0.7156235612448394,0.11032638616806992,0.3182781241277691
0.0,0.02150537634408602,0.83,0.0,0.96,0.0,0.25,0.2529352367518741,0.06530585147583651,0.42620582883451263,0.2385465801716213,0.510851712893912,0.6958710601616355
0.0,0.12903225806451613,0.81,0.0,0.22,0.0,0.09,0.533129406814656,0.0010987648801528138,0.5852772774308692,0.009950106684300613,0.5355287134243647,0.12275889812344758
0.0,0.0,0.0,0.0,0.17,0.11,0.81,0.26314020214421185,0.059662134083707075,0.03898895303893701,0.7840597525721817,0.06283964445188804,0.6573242909383722
0.0,0.0,0.0,0.0,0.04,0.8,0.0,0.027882882597808467,0.3353627397705935,0.9411242889015838,0.8969763137412534,0.08916691363472015,0.7362839889321204
0.0,0.0,0.96,0.0,0.2,0.0,0.15,0.7629234161734287,0.07471036078021603,0.4985727658056461,0.11357416240674674,0.6895940129462172,0.9748796486869573
0.0,0.0,0.0,0.0,0.14,0.63,0.99,0.2893901058492692,0.04652070335480807,0.1197131287410208,0.8759471639746207,0.11024124013503885,0.6858627777291237
0.0,0.0,0.0,0.0,0.07,0.22,0.83,0.4955567668181656,1.974271088278634e-05,0.1650123845836518,0.8872900750505361,0.001992892479398059,0.7988271149365971
0.0,0.01075268817204301,0.76,0.0,0.84,0.0,0.87,0.12341886297435961,0.17108261335636898,0.19740816679265985,0.37326630802017197,0.41002176558373277,0.6826375281029861
0.0,0.0,0.93,0.0,0.63,0.0,0.79,0.38112146697117427,0.014337674525896127,0.3290168866667834,0.0632031643157928,0.8781327127301003,0.08010091022830404
0.0,0.11827956989247311,0.81,0.0,0.96,0.0,0.66,0.21646985529123858,0.08816185577167723,0.3203466021858898,0.2131324147344695,0.3951901793270558,0.3735779879646526
0.77,0.02150537634408602,0.01,0.0,0.01,0.0,0.0,0.3944384535471087,0.9887297411765259,0.9510826120091606,0.6765857397306669,0.5206417817264842,0.02483011292709913
0.0,0.5161290322580645,0.09,0.44999999999999996,0.06,0.03,0.0,0.6876357649279293,0.9634574626866104,0.9957850706923344,0.49441126573122096,0.2027662887556469,0.22912024238636888
0.09,0.5806451612903226,0.21000000000000002,0.03,0.24,0.0,0.0,0.5419107429779875,0.9982403934076733,0.9919029707228283,0.41112041433350194,0.3067857201027933,0.2408923426478835
0.0,0.0,0.95,0.0,0.19,0.0,0.79,0.7699246521736869,0.0791191592042777,0.25851307209175817,0.05185558304127783,0.5858037873735964,0.980231538945208
0.0,0.0,0.0,0.0,0.05,0.84,0.03,0.1443663596469879,0.14853917167162933,0.8016672681159811,0.9305216681897088,0.04972194538553609,0.7910104096047462
0.84,0.0,0.01,0.0,0.0,0.0,0.0,0.6156743050620477,0.9864354583584675,0.9586374765158031,0.7139951141419676,0.952141850363218,0.001083814569170632
0.79,0.02150537634408602,0.08,0.0,0.0,0.0,0.0,0.6353333926388274,0.9813365484116753,0.9817354862953517,0.5684231244599917,0.7239033625522301,0.0677179144907476
0.76,0.0,0.02,0.0,0.0,0.0,0.0,0.525412007444709,0.9993538123191111,0.9977091166530846,0.6716625177681588,0.87820207037093,0.12643868775443765
0.0,0.0,0.85,0.0,0.19,0.0,0.19,0.7480554566558544,0.06587042208200611,0.4542937517558578,0.22571096991072914,0.9152692954878872,0.9730668252265042
0.0,0.053763440860215055,0.92,0.0,0.16,0.0,0.08,0.5573994911838213,0.003305628769724789,0.5802790507382446,0.0838583488920218,0.7428016542038703,0.045620478670976086
0.0,0.0,0.87,0.0,0.15,0.0,0.61,0.5879684873882565,0.007799283598020179,0.3591170586242459,0.009428935544626295,0.9694788689129104,0.056364233541110594
0.0,0.0,0.0,0.0,0.13,0.23,0.78,0.4195482016898155,0.006514936245627212,0.215144472652469,0.7802662972479681,0.018982174616891903,0.8574716858242165
0.0,0.0,0.0,0.0,0.02,0.91,0.0,0.015894598782030755,0.3749321763538318,0.9790499115461312,0.8640834016928725,0.07033243875770107,0.8827120161325479
0.0,0.0,0.0,0.0,0.03,0.86,0.0,0.17110126616490517,0.12340257185998804,0.9113422997452986,0.9507009345055982,0.08697410145206058,0.919289828832641
0.0,0.0,0.0,0.0,0.03,1.0,0.02,0.04125336749410641,0.301124342453626,0.7976513560616896,0.9115010194485095,0.14125955938691187,0.9457478483585309
0.0,0.0967741935483871,0.0,0.78,0.0,0.08,0.08,0.6833550793820146,0.965167620180957,0.6557561050892315,0.7702217590514696,0.010952466999353011,0.35725327699350035
0.85,0.0,0.04,0.0,0.0,0.0,0.0,0.5864937214906745,0.9924620149236829,0.9806659178476048,0.6013115022729058,0.9615758907845892,0.08513354199976655
0.0,0.11827956989247311,0.0,0.93,0.0,0.14,0.02,0.8115451924842878,0.891074919983279,0.7988746597111642,0.7935762233800405,0.09152155677709897,0.31133958290781466
0.0,0.0,0.0,0.0,0.01,0.94,0.01,0.0669331966318798,0.2500937299295636,0.882243764058262,0.9363674557686169,0.004784113352915703,0.9415767769586342
0.0,0.0967741935483871,0.81,0.0,0.92,0.0,0.71,0.29722554564081194,0.04296332678948667,0.31709560011058996,0.320438288772768,0.532220830112157,0.3704485067619346
0.0,0.0,0.0,0.0,0.01,0.91,0.0,0.022163663749037277,0.35278439023576036,0.9950855542657235,0.996760584348077,0.147657487613505,0.7906713589793257
0.88,0.053763440860215055,0.01,0.0,0.01,0.0,0.0,0.5335357524520251,0.998874085624295,0.8780280924323547,0.7163781745560998,0.5431503984558085,0.08007575638382586
0.8,0.01075268817204301,0.06,0.0,0.0,0.0,0.0,0.5881828236735395,0.9921623610242472,0.9551525143667735,0.604497889695694,0.752592779298278,0.010956554316474201
0.0,0.10752688172043011,0.0,0.8,0.0,0.04,0.01,0.894822597313389,0.8067818714505625,0.8267937277917331,0.748626662350626,0.005016081109446152,0.20449817625833247
0.0,0.06451612903225806,0.96,0.0,0.89,0.0,0.85,0.22132167192280977,0.0848634086711918,0.3221329321481782,0.18010372600397723,0.31335451010036597,0.4519073866825951
0.42000000000000004,0.32258064516129037,0.24,0.18,0.15000000000000002,0.0,0.09,0.5380815593127808,0.9985476856232582,0.7676317566038628,0.42990853165391696,0.02193695220857311,0.1333762159784494
0.0,0.0,0.0,0.0,0.16,0.13,0.93,0.4927787453908092,5.214923767377089e-05,0.2076973597112665,0.747187242859625,0.025096423911586327,0.7244504827372276
0.48,0.7741935483870968,0.27,0.30000000000000004,0.15000000000000002,0.0,0.06,0.6051222887333421,0.9888244106133244,0.7821218265497167,0.48163091479579834,0.24149438266698953,0.1224242427759603
0.0,0.0,0.0,0.0,0.04,1.0,0.01,0.01677888557733409,0.3715579719246195,0.8444028418476901,0.8890877080011601,0.15329830725868482,0.8312277226132339
0.06,0.7096774193548387,0.13,0.01,0.08,0.0,0.0,0.6187517067907597,0.9856933519560274,0.8861621194783089,0.4045476850127602,0.351757624357239,0.19689414605150224
0.0,0.01075268817204301,0.78,0.0,0.18,0.0,0.11,0.6787228118034464,0.033033024142959444,0.5690531223887734,0.011091294757708715,0.5792871978413396,0.9236301889172913
0.0,0.21505376344086022,0.0,0.85,0.0,0.1,0.01,0.8986108641029502,0.8018433020941486,0.8535548497952938,0.7293138987343154,0.19880283100556048,0.2907554715854819
0.0,0.0,0.0,0.0,0.16,0.12,0.92,0.4187265375271223,0.006649592786557301,0.09059491743488024,0.7439515608807771,0.08270466805494582,0.6658111828102752
0.0,0.053763440860215055,0.72,0.0,0.89,0.0,0.88,0.18905621473098905,0.10844673107918096,0.21351812585246696,0.32548121573720895,0.2539364759428713,0.411049233803344
0.0,0.10752688172043011,0.88,0.0,0.99,0.0,0.2,0.1802187142546502,0.11563047820222405,0.45685641128495424,0.37013336807505903,0.3587129300678253,0.6256221918648339
0.0,0.12903225806451613,0.0,0.92,0.01,0.18,0.05,0.7740500415021513,0.9182063781826733,0.7062221999977425,0.7223898211390483,0.11043959482721366,0.44378110652916575
0.0,0.15053763440860216,0.78,0.0,0.79,0.01,0.16,0.21837533065855752,0.08685650722984489,0.4941707775752748,0.41146372545687954,0.350697416943873,0.6470763300167451
0.8,0.053763440860215055,0.06,0.0,0.01,0.0,0.0,0.6415335208407249,0.9795500625361528,0.961014747353758,0.5668727160677768,0.5977729279213715,0.04705153198303051
0.8,0.02150537634408602,0.05,0.0,0.0,0.0,0.0,0.6230527044243478,0.9846215347401043,0.9602598125612818,0.6379197945633734,0.772101129988822,0.1089018235551048
0.85,0.053763440860215055,0.03,0.0,0.01,0.0,0.0,0.5865663049776517,0.9924492611858771,0.9423353565618203,0.6435033612533335,0.5553971102419349,0.07574987457364239
